Dropdown List Name,Criteria,,Application Type*,,Unique ID / License No,,Provincial Area - Zone*,,Provincial Area - Type*,,Soil Order*,,Soil Great Group*,,Soil Series*,,Natural Region*,,Natural Subregion*,,NSR - Ecosite Phase - Description*,,Zone*,,Qtr*,,LSD*,,Sec*,,Twp*,,Rng*,,Mer*,,Facility Type*,,Type of Assessment*,,Revegetation Approach*,,Level of Disturbance At Construction*,,Level of Disturbance At Reclamation*,,Yes / No / NA*,,Assessment Results - Site Passed / Failed*,,Prime Assessment Stage Decision*,,Construction Date*,,Aband / Reclaim. / Reveg. Date*,,Slope *,,Typical Slopes *,,Topography *,,Transect *,,Soil Depth*,,Soil Meso.*,,Soil Micro.*,,Surf. Stoni.*,,Coarse Frag.*,,Soil Colour*,,Soil Text.*,,Tops. Cons.*,,Tops. Struc.*,,Root Rest.*,,Soil Text.*,,Subs. Cons.*,,Subs. Struc.*,,Root Rest.*,,Plant Density / Plant Cover (Identify crop type(s) assessed in the notes)*,,Plant Meas.*,,Grow. Stage*,,Germ.*,,Plant Health*,,Head Health*,,Pod. Den.*,,Seed Devel.*,,Weeds*,,Litter Qual.*,,Litter Prod.*,,Classif.*,,Graz. Respon.*,,Cover Code*,Subregion*,Cover Code,Grazing Resp.*,Struct. Layer*,Species Name*,Scientific Name*,Common Name*,Subregion*,,Subregion*,Common Name*,Cover Code,,Type 4 - Cover Code*,,,2,Increaser - Type 1
,------------------,,------------------------------------,,-------------------------------------------------------,,------------------------------------,,-----------------------------------------------,,----------------------,,---------------------------------------------,,---------------------------------------------,,------------------------------------------------,,-----------------------------------------,,-----------------------------------------,,-------------,,-------------,,----------------,,----------------,,----------------,,----------------,,----------------,,-----------------------------------------------,,----------------------------------------------,,------------------------------------------------,,---------------------------------------,,-------------------------------------,,--------------------------------,,-----------------------------------------------------------,,-----------------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------,,-----------------,,-----------------,,-----------------,,--------------------------,,-------------------------------,,-----------------,,-----------------,,-----------------------------,,-------------------,,-----------------------------,,------------------------,,------------------------,,-----------------,,-----------------------------,,------------------------------,,------------------------------,,-----------------,,------------------------------------------------------------------------------------------,,------------------------------,,------------------------------------,,---------------------------,,---------------------------,,---------------------------,,---------------------------,,------------------------------------,,---------------------------,,---------------------------,,---- Disturbed ----,,---------------------------,,---------------------------,,------------------------------------,---------------------------,-------------------------------,--------------------,--------------------,----------------------,---------------------------,---------------------------,---------------------------,,--------------------,---------------------------,---------------------------,,---------------------------,,,3,Invader
,,,,,,,,,,,,,Luvic Gleysol,,ALTARIO,,,,RM - Alpine,,BH - b3 - Blueberry - SW - PJ,,,,,,,,17,,17,,17,,,,Storage Site,,Undisturbed - Area 4,,Native Grassland Criteria,,,,,,,,,,,,Forested - Green: On/after Jun 1/07,,Forested - Green: Apr 30/94 to Jun 1/07,,,,,,,,,,>30% (3),,,,,,,,,,,,LS (S3),,,,f. pl. (T1),,,,LS (S3),,,,f. pl. (S1),,,,,,,,62 (6),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 02 - STIPRIC,CP,CP - 01 - 02 - STIPRIC,1,2,STIPRIC,Stipa richardsonii,Richardson needle grass,Central Parkland,,CP,Richardson needle grass,CP - 01 - 02 - STIPRIC,,CP - 04 - 04 - CARESTE,,,BH,BOREAL HIGHLANDS
,,,,,,,,,,,,,Melanic Brunisol,,ALTARIO-SC,,,,RM - Montane,,BH - b5 - Blueberry - Tame,,,,,,,,18,,18,,18,,,,Sweet Gas Wellsite,,Undisturbed - Area 5,,------------------------------------------------,,,,,,,,,,,,,,Forested - Green: On/after Jun 1/07,,,,,,,,,,<30% (4),,,,,,,,,,,,Gravel (S4),,,,f. pr. (T2),,,,Gravel (S4),,,,f. pr. (S1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 01 - 02 - SPORCRY,CP,CP - 01 - 02 - SPORCRY,1,2,SPORCRY,Sporobolus cryptandrus,sand dropseed,Central Parkland,,CP,sand dropseed,CP - 01 - 02 - SPORCRY,,CP - 04 - 04 - ANTEPAR,,,BM,BOREAL MIXEDWOOD
,,,,,,,,,,,,,Mesisol,,ALTRUDE,,,,RM - Subalpine,,BH - h2 - Bog - Shrubby,,,,,,,,19,,19,,19,,,,Temporary Access,,Undisturbed - Area 6,,Native Grassland: Natural Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S (S4),,,,f. sbk. (T1),,,,S (S4),,,,f. sbk. (S1),,,,,,,,Flowering (5),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 02 - ASTELAE,CP,CP - 01 - 02 - ASTELAE,1,2,ASTELAE,Aster laevis,smooth aster,Central Parkland,,CP,smooth aster,CP - 01 - 02 - ASTELAE,,CP - 04 - 04 - ANTESPP,,,BS,BOREAL SUBARCTIC
,,,,,,,,,,,,,Orga Cryosol,,AMISK,,,,,,BH - h1 - Bog - Treed,,,,,,,,20,,20,,20,,,,Temporary Workspace,,Undisturbed - Area 7,,Native Grassland: Seeded 1993-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncon. Bed. (S4),,,,,,,,Uncon. Bed. (S4),,,,,,,,,,,,63 (6),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 02 - DESCCES,CP,CP - 01 - 02 - DESCCES,1,2,DESCCES,Deschampsia cespitosa,tufted hair grass,Central Parkland,,CP,tufted hair grass,CP - 01 - 02 - DESCCES,,CP - 04 - 04 - CARESPP,,,CM,CENTRAL MIXEDWOOD
,,,,,,,,,,,,,Solod,,AMITY,,,,,,BH - e2 - Fern - PB-AW,,,,,,,,21,,21,,21,,,,Wellsite Only,,Undisturbed - Area 8,,Native Grassland: Seeded Post 2010,,,,,,,,,,,,,,,,,,,,,,,,Cultivated Criteria,,,,,,,,,,,,,,,,-- Medium --,,,,,,,,-- Medium --,,,,,,,,64 (6),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - ELYMCAN,CP,CP - 01 - 03 - ELYMCAN,1,3,ELYMCAN,Elymus canadensis,Canada wild rye,Central Parkland,,CP,Canada wild rye,CP - 01 - 03 - ELYMCAN,,DG - 04 - 03 - BOUTGRA,,,CP,CENTRAL PARKLAND
,,,,,,,,,,,,,Solodized Solonetz,,ANTONIO,,,,,,BH - e3 - Fern - PB-AW,,,,,,,,22,,22,,22,,,,Wellsite & Associated Facilities,,Undisturbed - Area 9,,Native Grassland: Seeded Pre-1993,,,,,,,,,,,,,,,,,,,,,,,,--------------------------,,,,,,,,,,,,,,,,m. bk. (T2),,,,,,,,m. bk. (S1),,,,,,,,65 (6),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - LATHOCH,CP,CP - 01 - 03 - LATHOCH,1,3,LATHOCH,Lathyrus ochroleucus,cream-colored vetchling,Central Parkland,,CP,cream-colored vetchling,CP - 01 - 03 - LATHOCH,,DG - 04 - 03 - GUTISAR,,,CS,CANADIAN SHIELD
,,,,,,,,,,,,,Solonetz,,ANTROSE,,,,,,BH - e4 - Fern - Shrubland,,,,,,,,23,,23,,23,,,,,,Undisturbed - Area 10,,,,,,,,,,,,,,,,,,,,,,,,,,On/After April 30/94,,,,,,,,,,,,,,,,m. comp. (T4),,,,,,,,m. comp. (S3),,,,,,,,66 (6),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - POAINTE,CP,CP - 01 - 03 - POAINTE,1,3,POAINTE,Poa interior,inland bluegrass,Central Parkland,,CP,inland bluegrass,CP - 01 - 03 - POAINTE,,DG - 04 - 03 - LEPIDEN,,,DG,DRY MIXEDGRASS
,,,,,,,,,,,,,Sombric Brunisol,,ANZAC,,,,,,BH - e1 - Fern - SW,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>85% (1),,,,,,,,,,,,,,,,m. cpr. (T4),,,,,,,,m. cpr. (S3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - HIERUMB,CP,CP - 01 - 03 - HIERUMB,1,3,HIERUMB,Hieracium umbellatum,narrow-leaved hawkweed,Central Parkland,,CP,narrow-leaved hawkweed,CP - 01 - 03 - HIERUMB,,DG - 04 - 03 - HORDJUB,,,DM,DRY MIXEDWOOD
,,,,,,,,,,,,,Static Cryosol,,ARDENODE,,,,,,BH - e5 - Fern - Tame,,,,,,,,25,,25,,25,,,,,,---------- OSE Program -----------------,,,,,,,,,,,,,,,,,,,,,,,,,,>LCM (2),,,,,,,,,,,,,,,,m. frag. (T3),,,,,,,,m. frag. (S2),,,,,,,,Flowering / Podding (4),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - ELEOSPP,CP,CP - 01 - 03 - ELEOSPP,1,3,ELEOSPP,Eleocharis species ,undifferentiated  spike-rush,Central Parkland,,CP,undifferentiated  spike-rush,CP - 01 - 03 - ELEOSPP,,DG - 04 - 03 - CHENPRA,,,FF,FOOTHILLS FESCUE
,,,,,,,,,,,,,Turbic Cryosol,,ARMENA,,,,,,BH - aa1 - Grassland,,,,,,,,26,,26,,26,,,,,,Aerial Assessment Only,,,,,,,,,,,,,,,,,,,,,,,,,,>80% LCM (3),,,,,,,,,,,,,,,,m. gr. (T1),,,,,,,,m. gr (S1),,,,,,,,67 (4),,,,,,,,,,,,,,,,,,,,,,CP - 01 - 03 - VICIAME,CP,CP - 01 - 03 - VICIAME,1,3,VICIAME,Vicia americana,wild vetch,Central Parkland,,CP,wild vetch,CP - 01 - 03 - VICIAME,,DG - 04 - 03 - OTHFORB,,,FP,FOOTHILLS PARKLAND
,,,,,,,,,,,,,Vertic Solonetz,,AMBER VALLEY,,,,,,BH - f2 - Horsetail - PB-AW,,,,,,,,27,,27,,27,,,,,,Aerial / Ground Truth,,,,,,,,,,,,,,,,,,,,,,,,,,<80% LCM (4),,,,,,,,,,,,,,,,m. pr. (T3),,,,,,,,m. pr. (S2),,,,,,,,68 (4),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - SYMPOCC,CP,CP - 02 - 01 - SYMPOCC,2,1,SYMPOCC,Symphoricarpos occidentalis,buckbrush,Central Parkland,,CP,buckbrush,CP - 02 - 01 - SYMPOCC,,DG - 04 - 03 - ARTEFRI,,,KU,KAZAN UPLANDS
,,,,,,,,,,,,,,,ANSELL,,,,,,BH - f3 - Horsetail - PB-SW,,,,,,,,28,,28,,28,,,,,,Aerial / Detailed (Includes soils),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m. sbk (T2),,,,,,,,m. sbk (S1),,,,,,,,69 (4),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - SHEPCAN,CP,CP - 02 - 01 - SHEPCAN,2,1,SHEPCAN,Shepherdia canadensis,Canada buffaloberry,Central Parkland,,CP,Canada buffaloberry,CP - 02 - 01 - SHEPCAN,,DG - 04 - 03 - ARTECAM,,,LF,LOWER FOOTHILLS
,,,,,,,,,,,,,,,ANSELL-AA,,,,,,BH - f4 - Horsetail - Shrubland,,,,,,,,29,,29,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan 1/83 - Apr 30/94,,,,,,,,,,,,,,,,m.pl. (T2),,,,,,,,m.pl. (S2),,,,,,,,70 (4),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ROSAWOO,CP,CP - 02 - 01 - ROSAWOO,2,1,ROSAWOO,Rosa woodsii,common wild rose,Central Parkland,,CP,common wild rose,CP - 02 - 01 - ROSAWOO,,DG - 04 - 03 - IVAAXIL,,,LH,LOWER BOREAL HIGHLANDS
,,,,,,,,,,,,,,,ANSELL-AAST,,,,,,BH - f1 - Horsetail - SW,,,,,,,,30,,30,,30,,,,,,OSE Aerial Assessment #:,,,,,,,,,,,,,,,,,,,,,,,,,,>70% (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71 (4),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - JUNICOM,CP,CP - 02 - 01 - JUNICOM,2,1,JUNICOM,Juniperus communis,ground juniper,Central Parkland,,CP,ground juniper,CP - 02 - 01 - JUNICOM,,DG - 04 - 03 - OPUNPOL,,,MG,MIXEDGRASS
,,,,,,,,,,,,,,,ANSELL-AAXP,,,,,,BH - gg2 - Labrador Tea - Horsetail - Shrubland,,,,,,,,31,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>LCM (2),,,,,,,,,,,,,,,,-- Single Grain --,,,,,,,,-- Single Grain --,,,,,,,,72 (4),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ROSAARK,CP,CP - 02 - 01 - ROSAARK,2,1,ROSAARK,Rosa arkansana,prairie rose,Central Parkland,,CP,prairie rose,CP - 02 - 01 - ROSAARK,,DG - 04 - 03 - POASAND,,,MN,MONTANE
,,,,,,,,,,,,,,,ANSELL-ST,,,,,,BH - gg1 - Labrador Tea - Horsetail - SW-SB,,,,,,,,32,,32,,,,,,,,OSE DSA #:,,,,,,,,,,,,,,,,,,,,,,,,,,>80% LCM (3),,,,,,,,,,,,,,,,sg. (T2),,,,,,,,sg. (S1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ROSAACI,CP,CP - 02 - 01 - ROSAACI,2,1,ROSAACI,Rosa acicularis,prickly rose,Central Parkland,,CP,prickly rose,CP - 02 - 01 - ROSAACI,,DG - 04 - 03 - MONONUT,,,NF,NORTHERN FESCUE
,,,,,,,,,,,,,,,ANSELL-XP,,,,,,BH - g1 - Labrador Tea - Hygric - SB-PJ,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 80% LCM (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Podding (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - CRATROT,CP,CP - 02 - 01 - CRATROT,2,1,CRATROT,Crataegus rotundifolia,round-leaved hawthorn,Central Parkland,,CP,round-leaved hawthorn,CP - 02 - 01 - CRATROT,,DG - 04 - 03 - CHENSPP,,,NM,NORTHERN MIXEDWOOD
,,,,,,,,,,,,,,,ASPLUND CREEK,,,,,,BH - g2 - Labrador Tea - Hygric - Shrubland,,,,,,,,34,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-- Very Coarse --,,,,,,,,-- Very Coarse --,,,,,,,,73 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - POTEFRU,CP,CP - 02 - 01 - POTEFRU,2,1,POTEFRU,Potentilla fruticosa,shrubby cinquefoil,Central Parkland,,CP,shrubby cinquefoil,CP - 02 - 01 - POTEFRU,,DG - 04 - 04 - CAREOBT,,,PD,PEACE-ATHABASCA DELTA
,,,,,,,,,,,,,,,ASPLUND CREEK-AA,,,,,,BH - c1 - Labrador Tea - Mesic - PJ-SB,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Before Jan 1/83,,,,,,,,,,,,,,,,vc. bk. (T4),,,,,,,,vc. bk. (S3),,,,,,,,74 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ARTECAN,CP,CP - 02 - 01 - ARTECAN,2,1,ARTECAN,Artemisia cana,silver sagebrush,Central Parkland,,CP,silver sagebrush,CP - 02 - 01 - ARTECAN,,DG - 04 - 04 - OPUNFRA,,,PP,PEACE RIVER PARKLAND
,,,,,,,,,,,,,,,ASPLUND CREEK-XT,,,,,,BH - c2 - Labrador Tea - Mesic - Shrubland,,,,,,,,36,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>60% (1),,,,,,,,,,,,,,,,vc. comp. (T4),,,,,,,,vc. comp. (S4),,,,,,,,75 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ELAECOM,CP,CP - 02 - 01 - ELAECOM,2,1,ELAECOM,Elaeagnus commutata,silverberry,Central Parkland,,CP,silverberry,CP - 02 - 01 - ELAECOM,,DG - 04 - 04 - ANTENEG,,,SA,SUB ALPINE
,,,,,,,,,,,,,,,ANTLER,,,,,,BH - d1 - Low-bush Cranberry - AW,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>LCM (2),,,,,,,,,,,,,,,,vc. cpr. (T4),,,,,,,,vc. cpr. (S4),,,,,,,,76 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - SHEPARG,CP,CP - 02 - 01 - SHEPARG,2,1,SHEPARG,Shepherdia argentea,thorny buffaloberry,Central Parkland,,CP,thorny buffaloberry,CP - 02 - 01 - SHEPARG,,DG - 04 - 04 - ANTEAPR,,,SB,SUBARTIC
,,,,,,,,,,,,,,,ANTLER-CR,,,,,,BH - d2 - Low-bush Cranberry - AW-SW-SB,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>80% LCM (3),,,,,,,,,,,,,,,,vc. frag. (T4),,,,,,,,vc. pr. (S4),,,,,,,,77 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - RIBESPP,CP,CP - 02 - 01 - RIBESPP,2,1,RIBESPP,Ribes species ,undifferentiated  current,Central Parkland,,CP,undifferentiated  current,CP - 02 - 01 - RIBESPP,,DG - 04 - 04 - CARESTE,,,UF,UPPER FOOTHILLS
,,,,,,,,,,,,,,,ANTLER-GL,,,,,,BH - d4 - Low-bush Cranberry - Shrubland,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 80% LCM (4),,,,,,,,,,,,,,,,vc. frag. (T4),,,,,,,,vc. sbk. (S3),,,,,,,,78 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - ROSASPP,CP,CP - 02 - 01 - ROSASPP,2,1,ROSASPP,Rosa species ,undifferentiated  rose,Central Parkland,,CP,undifferentiated  rose,CP - 02 - 01 - ROSASPP,,DG - 04 - 04 - SELADEN,,,UH,UPPER BOREAL HIGHLANDS
,,,,,,,,,,,,,,,ANTLER-XP,,,,,,BH - d3 - Low-bush Cranberry - SW,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc. pr. (T4),,,,,,,,,,,,,,,,79 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 01 - RUBUIDA,CP,CP - 02 - 01 - RUBUIDA,2,1,RUBUIDA,Rubus idaeus,wild red raspberry,Central Parkland,,CP,wild red raspberry,CP - 02 - 01 - RUBUIDA,,DG - 04 - 04 - ANTEPAR,,,,
,,,,,,,,,,,,,,,ANTLER-ZR,,,,,,BH - d5 - Low-bush Cranberry - Tame,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,------- Access -------,,,,,,,,,,,,,,,,vc. sbk. (T4),,,,,,,,,,,,,,,,80 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - SOLICAN,CP,CP - 02 - 02 - SOLICAN,2,2,SOLICAN,Solidago canadensis,Canada goldenrod,Central Parkland,,CP,Canada goldenrod,CP - 02 - 02 - SOLICAN,,DG - 04 - 04 - CARESPP,,,,
,,,,,,,,,,,,,,,ATIMOSWE,,,,,,BH - jj - jj1 -Marsh,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>85% (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - HELIANN,CP,CP - 02 - 02 - HELIANN,2,2,HELIANN,Helianthus annuus,common annual sunflower,Central Parkland,,CP,common annual sunflower,CP - 02 - 02 - HELIANN,,DG - 04 - 04 - ANTESPP,,,Range Site (RS) / Ecological Site Code (ES),
,,,,,,,,,,,,,,,ANTON,,,,,,BH - i3 - Poor Fen - Graminoid,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 85% (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - URTIDIO,CP,CP - 02 - 02 - URTIDIO,2,2,URTIDIO,Urtica dioica,common nettle,Central Parkland,,CP,common nettle,CP - 02 - 02 - URTIDIO,,FF - 04 - 03 - ACHIMIL,,,,
,,,,,,,,,,,,,,,ANTON-XC,,,,,,BH - i2 - Poor Fen - Shrubby,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>70% (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - HELINUT,CP,CP - 02 - 02 - HELINUT,2,2,HELINUT,Helianthus nuttallii,common tall sunflower,Central Parkland,,CP,common tall sunflower,CP - 02 - 02 - HELINUT,,FF - 04 - 03 - HORDJUB,,,,
,,,,,,,,,,,,,,,ANTELOPE,,,,,,BH - i1 - Poor Fen - Treed,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 70% (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84 (3),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - ARTEDRA,CP,CP - 02 - 02 - ARTEDRA,2,2,ARTEDRA,Artemisia dracunculus,dragonwort,Central Parkland,,CP,dragonwort,CP - 02 - 02 - ARTEDRA,,FF - 04 - 03 - THERRHO,,,a,
,,,,,,,,,,,,,,,ATHABASCA_X,,,,,,BH - j3 - Rich Fen - Graminoid,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>60% (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - CIRSFLO,CP,CP - 02 - 02 - CIRSFLO,2,2,CIRSFLO,Cirsium flodmanii,Flodman's thistle,Central Parkland,,CP,Flodman's thistle,CP - 02 - 02 - CIRSFLO,,FF - 04 - 03 - OTHFORB,,,aa,
,,,,,,,,,,,,,,,ARROWWOOD,,,,,,BH - j2 - Rich Fen - Shrubby,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 60% (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ripening (2),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - GAILARI,CP,CP - 02 - 02 - GAILARI,2,2,GAILARI,Gaillardia aristata,gaillardia,Central Parkland,,CP,gaillardia,CP - 02 - 02 - GAILARI,,FF - 04 - 03 - ARTEFRI,,,b,
,,,,,,,,,,,,,,,AZURE,,,,,,BH - j1 - Rich Fen - Treed,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 (2),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - POTEGRA,CP,CP - 02 - 02 - POTEGRA,2,2,POTEGRA,Potentilla gracilis,graceful cinquefoil,Central Parkland,,CP,graceful cinquefoil,CP - 02 - 02 - POTEGRA,,FF - 04 - 03 - ARTELUD,,,bb,
,,,,,,,,,,,,,,,BEARBERRY,,,,,,BH - aa2 - Shrubland,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 (2),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - LITHINC,CP,CP - 02 - 02 - LITHINC,2,2,LITHINC,Lithospermum incisum,narrow-leaved puccoon,Central Parkland,,CP,narrow-leaved puccoon,CP - 02 - 02 - LITHINC,,FF - 04 - 03 - FRAGVIR,,,bdl,Bandlands
,,,,,,,,,,,,,,,BEARBERRY-GL,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87 (2),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - RATICOL,CP,CP - 02 - 02 - RATICOL,2,2,RATICOL,Ratibida columnifera,prairie coneflower,Central Parkland,,CP,prairie coneflower,CP - 02 - 02 - RATICOL,,FF - 04 - 04 - BOUTGRA,,,blo,Blowout
,,,,,,,,,,,,,,,BARD LAKE,,,,,,-------------------- Central Mixedwood --------------------,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 (2),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - SMILSTE,CP,CP - 02 - 02 - SMILSTE,2,2,SMILSTE,Smilacina stellata,star-flowered Solomon's-seal,Central Parkland,,CP,star-flowered Solomon's-seal,CP - 02 - 02 - SMILSTE,,FF - 04 - 04 - CAREOBT,,,c,
,,,,,,,,,,,,,,,BRAATEN,,,,,,CM - b2 - Blueberry - AW-BW,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - CIRSUND,CP,CP - 02 - 02 - CIRSUND,2,2,CIRSUND,Cirsium undulatum,wavy-leaved thistle,Central Parkland,,CP,wavy-leaved thistle,CP - 02 - 02 - CIRSUND,,FF - 04 - 04 - CARESTE,,,cc,
,,,,,,,,,,,,,,,BRAEBURN,,,,,,CM - b3 - Blueberry - AW-SW,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensescence (1),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - GLYCLEP,CP,CP - 02 - 02 - GLYCLEP,2,2,GLYCLEP,Glycyrrhiza lepidota,wild licorice,Central Parkland,,CP,wild licorice,CP - 02 - 02 - GLYCLEP,,FF - 04 - 04 - SELADEN,,,cs,Choppy Sandhills
,,,,,,,,,,,,,,,BRAEBURN-ST,,,,,,CM - b7 - Blueberry - Native Grassland,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89 (1),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 02 - OENOBIE,CP,CP - 02 - 02 - OENOBIE,2,2,OENOBIE,Oenothera biennis,yellow evening-primrose,Central Parkland,,CP,yellow evening-primrose,CP - 02 - 02 - OENOBIE,,FF - 04 - 04 - ANTEPAR,,,cy,Clayey
,,,,,,,,,,,,,,,BRAEBURN-XP,,,,,,CM - b1 - Blueberry - PJ - AW,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 (1),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 03 - ASTRSTR,CP,CP - 02 - 03 - ASTRSTR,2,3,ASTRSTR,Astragalus striatus,ascending purple milk vetch,Central Parkland,,CP,ascending purple milk vetch,CP - 02 - 03 - ASTRSTR,,FF - 04 - 04 - CARESPP,,,d,
,,,,,,,,,,,,,,,BUSCHE,,,,,,CM - b6 - Blueberry - Shrubland,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91 (1),,,,,,,,,,,,,,,,,,,,,,CP - 02 - 03 - COMAUMB,CP,CP - 02 - 03 - COMAUMB,2,3,COMAUMB,Comandra umbellata,bastard toadflax,Central Parkland,,CP,bastard toadflax,CP - 02 - 03 - COMAUMB,,FF - 04 - 04 - ANTESPP,,,dd,
